Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Silvio Duran,Ben Peco,W,Toe hold,New Orleans Open,ABS,SF,2019
Silvio Duran,Emilio Ferreira,W,Botinha,New Orleans Open,ABS,F,2019
Silvio Duran,Vinicius Gimenes,W,Adv,Twin Cities Inv.,70KG,F,2019
Silvio Duran,Giovanni Carvalho,W,N/A,Charlotte Open,70KG,SF,2019
Silvio Duran,Estras Junior,W,N/A,Atlanta SM Open,O100KG,DF,2019
Silvio Duran,Danny Vega,W,Pts: 13x0,Atlanta SM NGO,79KG,SF,2019
Silvio Duran,Evan Cole,W,Pts: 2x0,Atlanta SM NGO,79KG,F,2019
Silvio Duran,Giovanni Carvalho,W,Points,Kansas Open,100KG,F,2019
Silvio Duran,Renan Lopez,W,Pts: 4x2,NoGi Worlds,67KG,R1,2019
Silvio Duran,Adam Benayoun,W,N/A,Kansas Open,70KG,SF,2020
Silvio Duran,Juan Garcia,W,Pts: 4x0,Houston WO,70KG,SF,2020
Silvio Duran,Richar Nogueira,W,Pts: 0x0,Houston WO,70KG,F,2020
Silvio Duran,Emilio Lima,W,Botinha,Austin WO,70KG,SF,2020
Silvio Duran,Joao Figueiredo,W,Pts: 4x2,Austin WO,70KG,F,2020
Silvio Duran,John Gagne,W,Triangle,Gaman JJ,N/A,SPF,2020
Silvio Duran,Juan Garcia,W,Referee Decision,F2W 145,70KG,SPF,2020
Silvio Duran,Mike Calimbas,W,Choke from back,Austin Open,100KG,RR,2020
Silvio Duran,Ronald Henderson,W,RNC,Austin Open,100KG,RR,2020
Silvio Duran,Todd Walling,W,Points,Oklahoma Open,76KG,SF,2020
Silvio Duran,Damion Oranday,W,Adv,Miami Open,70KG,SF,2021
Silvio Duran,David Judson,W,N/A,Miami Open,ABS,4F,2021
Tácio Carneiro,Roosevelt Sousa,L,Pts: 2x0,UAE Nat Pro,120KG,SF,2021
Tácio Carneiro,Roosevelt Sousa,L,Kneebar,Asia Cont. Pro,120KG,F,2021
Tácio Carneiro,Gutemberg Pereira,L,Pts: 1x0,BRA Qualifiers,120KG,4F,2021
Tácio Carneiro,Guilherme Bacha,L,Pts: 5x0,European Open,O100KG,R1,2022
Tácio Carneiro,Wallace Costa,L,Pts: 1x1,Grand Slam LDN,120KG,4F,2022
Tácio Carneiro,Rodrigo Ribeiro,L,Pts: 3x1,Grand Slam AD,120KG,R1,2022
Tácio Carneiro,Daniel Ribeiro,L,Pts: 6x2,Fujairah Pro,120KG,SF,2022
Tácio Carneiro,Rodrigo Ribeiro,L,Pts: 5x1,UAE Nat Pro,120KG,4F,2022
Tácio Carneiro,Seif Houmine,L,DQ,European Open,O100KG,4F,2023
Tácio Carneiro,Al Ali,W,Submission,UAE Nat Pro,120KG,3RD,2021
Tácio Carneiro,Khasan Varando,W,Referee Decision,Asia Cont. Pro,120KG,SF,2021
Tácio Carneiro,Diego Ettmuller,W,Bread cutter,Grand Slam LDN,120KG,R1,2022
Tácio Carneiro,Marcelo Mendes,W,Pts: 7x0,Fujairah Pro,120KG,3RD,2022
Tácio Carneiro,Patryc Wysocki,W,N/A,Dublin Open,O100KG,SF,2022
Tácio Carneiro,Guilherme Bacha,W,Referee Decision,Dublin Open,O100KG,F,2022
Tácio Carneiro,Justin Primrose,W,Pts: 5x0,European Open,O100KG,R1,2023
Tácio Carneiro,Lucas Giraud,W,Pts: 5x0,Abu Dhabi Pro,120KG,SF,2023
Tácio Carneiro,Vandre Barbosa,W,Pts: 3x1,Abu Dhabi Pro,120KG,F,2023
Tadiyah Danforth,Bebeto Oliveira,L,Pts: 2x0,Oklahoma Open,64KG,F,2022
Tadiyah Danforth,Estevan Martinez,L,Pts: 0x0,Miami WO,57KG,SF,2022
Tadiyah Danforth,Junny Ocasio,L,Pts: 2x2,Atlanta SPO,64KG,4F,2022
Tadiyah Danforth,Luis Ninja,L,Pts: 6x4,Chicago SPO,64KG,SF,2022
Tadiyah Danforth,Rodnei Barbosa,L,Choke from back,World Champ.,57KG,R1,2022
Tadiyah Danforth,Eric Phan,L,Armbar,N. Haven FO,64KG,F,2022
Tadiyah Danforth,David Terao,L,Adv,NHaven FNGO,61KG,SF,2022
Tadiyah Danforth,Estevan Martinez,L,Referee Decision,NoGi Worlds,55KG,4F,2022
Tadiyah Danforth,Thalison Soares,L,Choke from back,European Open,58KG,SF,2023
Tadiyah Danforth,Hiru Niwa,L,Referee Decision,Pan American,58KG,4F,2023
Tadiyah Danforth,Jhonatas Ramos,W,Armbar,Atlanta WO,57KG,SF,2022
Tadiyah Danforth,Dean Lewis,W,Toe hold,Atlanta WO,57KG,F,2022
Tadiyah Danforth,Jose Orozco,W,Triangle,Washington DCO,64KG,SF,2022
Tadiyah Danforth,Aidan Collins,W,Pts: 2x0,Washington DCO,64KG,F,2022
Tadiyah Danforth,Antonio Casarez,W,Straight ankle lock,Charleston FO,64KG,F,2022
Tadiyah Danforth,Kenneth Nakagawa,W,Mikey lock,Charleston FNGO,61KG,SF,2022
Tadiyah Danforth,Antonio Casarez,W,Pts: 4x2,Charleston FNGO,61KG,F,2022
Tadiyah Danforth,Michael Mehl,W,Referee Decision,N. Haven FO,64KG,SF,2022
Tadiyah Danforth,Antonio Villatora,W,Armbar,NoGi Worlds,55KG,R1,2022
Tadiyah Danforth,Italo Frota,W,Triangle,European Open,58KG,4F,2023
Tadiyah Danforth,Luciano Vieira,W,Pts: 0x0,Pan American,58KG,R1,2023
Tainan Dalpra,Mica Galvao,L,Referee Decision,EUG 2,77KG,SF,2021
Tainan Dalpra,Rodrigo Tatu,W,Cross choke,Dallas Open,82KG,4F,2021
Tainan Dalpra,Michael Liera,W,Pts: 5x2,Dallas Open,82KG,SF,2021
Tainan Dalpra,Caio Caetano,W,Choke from back,Dallas Open,82KG,F,2021
Tainan Dalpra,Rafael Vasconcelos,W,Pts: 2x0,Dallas Open,ABS,4F,2021
Tainan Dalpra,Alexander Lane,W,Armbar,Orlando Open,82KG,4F,2021
Tainan Dalpra,Caio Caetano,W,Choke from back,Orlando Open,82KG,SF,2021
Tainan Dalpra,Jeferson Guaresi,W,Pts: 5x0,Orlando Open,82KG,F,2021
Tainan Dalpra,Eric Ingram,W,Triangle,Charleston Open,82KG,SF,2021
Tainan Dalpra,Gialysson Freitas,W,Kneebar,Charleston Open,82KG,F,2021
Tainan Dalpra,Arian Macedo,W,Submission,Houston Open,82KG,SF,2021
Tainan Dalpra,Eduardo Avelar,W,Armbar,Houston Open,82KG,F,2021
Tainan Dalpra,Joshua Guerra,W,Choke from back,Houston Open,ABS,R1,2021
Tainan Dalpra,Bruno Matias,W,Ezekiel,Houston Open,ABS,4F,2021
Tainan Dalpra,Joseph Watson,W,Pts: 72x0,Houston Open,ABS,SF,2021
Tainan Dalpra,Matheus Luna,W,Armbar,Artista JJ,N/A,SPF,2021
Tainan Dalpra,Giann Moramarco,W,Choke from back,Miami Open,82KG,SF,2021
Tainan Dalpra,Lucas Valle,W,Choke from back,Miami Open,82KG,F,2021
Tainan Dalpra,Cesar Predes,W,Reverse triangle,EUG 2,77KG,4F,2021
Tainan Dalpra,Athos Miranda,W,Choke from back,BJJ Stars,82KG,SPF,2021
Tainan Dalpra,Rennick Kama,W,Choke from back,Austin Open,88KG,SF,2021
Tainan Dalpra,Nathan Santos,W,Armbar,Austin Open,88KG,F,2021
Tainan Dalpra,Rodrigo Gortari,W,Pts: 15x1,Grand Slam MIA,77KG,R1,2021
Tainan Dalpra,Fabricio Barbarotti,W,Choke from back,Grand Slam MIA,77KG,4F,2021
Tainan Dalpra,Caio Caetano,W,Armbar,Grand Slam MIA,77KG,SF,2021
Tainan Dalpra,Italo Moura,W,Pts: 29x0,Pan American,82KG,8F,2021
Tainan Dalpra,Alexandre Jesus,W,Kimura,Pan American,82KG,4F,2021
Tainan Dalpra,Ronaldo Junior,W,Injury,Pan American,82KG,SF,2021
Tainan Dalpra,Yago Souza,W,Pts: 2x0,Pan American,82KG,F,2021
Tainan Dalpra,Clay Mayfield,W,Armbar,Nashville Open,82KG,F,2021
Tainan Dalpra,Lucas Gualberto,W,Toe hold,BJJ Stars,82KG,SPF,2021
Tainan Dalpra,Renato Canuto,W,Pts: 9x2,IBJJF GP,82KG,SF,2021
Tainan Dalpra,Jonnatas Gracie,W,Choke from back,IBJJF GP,82KG,F,2021
Tainan Dalpra,Jeferson Guaresi,W,Toe hold,World Champ.,82KG,8F,2021
Tainan Dalpra,Ronaldo Junior,W,Pts: 8x4,World Champ.,82KG,4F,2021
Tainan Dalpra,Tommy Langaker,W,Choke from back,World Champ.,82KG,SF,2021
Tainan Dalpra,Isaque Bahiense,W,Pts: 8x6,World Champ.,82KG,F,2021
Tainan Dalpra,Jaakko Johanes,W,Mounted X choke,European Open,82KG,R1,2022
Tainan Dalpra,Pedro Matias,W,Violin armlock,European Open,82KG,4F,2022
Tainan Dalpra,Tarik Hopstock,W,Bow and arrow,European Open,82KG,SF,2022
Tainan Dalpra,Tommy Langaker,W,Armbar,European Open,82KG,F,2022
Tainan Dalpra,Erick Barroso,W,Triangle,LA Open,82KG,4F,2022
Tainan Dalpra,Vinicius Wong,W,Triangle,LA Open,82KG,SF,2022
Tainan Dalpra,Mathias Luna,W,Choke from back,LA Open,82KG,F,2022
Tainan Dalpra,Roberto Jimenez,W,Triangle,Pan American,82KG,R2,2022
Tainan Dalpra,Eduardo Avelar,W,Choke from back,Pan American,82KG,4F,2022
Tainan Dalpra,Ronaldo Junior,W,Pts: 2x0,Pan American,82KG,SF,2022
Tainan Dalpra,Jeferson Guaresi,W,Pts: 3x0,Pan American,82KG,F,2022
Tainan Dalpra,Caio Caetano,W,Choke from back,World Champ.,82KG,8F,2022
Tainan Dalpra,Pedro Maia,W,Pts: 6x0,World Champ.,82KG,4F,2022
Tainan Dalpra,Ronaldo Junior,W,Pts: 10x0,World Champ.,82KG,SF,2022
Tainan Dalpra,Andy Murasaki,W,Cachecol choke,World Champ.,82KG,F,2022
Tainan Dalpra,Rehan Muttalib,W,Triangle,JJ Con,82KG,SF,2022
Tainan Dalpra,Eduardo Avelar,W,Toe hold,JJ Con,82KG,F,2022
Tainan Dalpra,Rodrigo Tatu,W,Armbar,IBJJF GP,88KG,SPF,2022
Tainan Dalpra,Elder Junior,W,Choke from back,European Open,82KG,4F,2023
Tainan Dalpra,Lucas Protasio,W,Choke from back,European Open,82KG,SF,2023
Tainan Dalpra,Pavel Kalesnik,W,Choke from back,European Open,82KG,F,2023
Tainan Dalpra,Isaque Bahiense,W,Pts: 19x2,IBJJF GP,82KG,SPF,2023
Tainan Dalpra,Felipe Cesar,W,Pts: 11x0,Pan American,82KG,4F,2023
Tainan Dalpra,Rolando Samson,W,Choke from back,Pan American,82KG,SF,2023
Tainan Dalpra,Pedro Maia,W,Choke from back,Pan American,82KG,F,2023
Tarik Hopstock,Ygor Rodrigues,L,Pts: 2x2,Copa Podio,77KG,RR,2019
Tarik Hopstock,Tommy Langaker,L,Choke from back,Copa Podio,77KG,F,2019
Tarik Hopstock,Darragh OConaill,D,---,Polaris Squads,ABS,RR,2020
Tarik Hopstock,Tainan Dalpra,L,Bow and arrow,European Open,82KG,SF,2022
Tarik Hopstock,Tommy Langaker,L,Pts: 8x4,World Champ.,82KG,4F,2022
Tarik Hopstock,Vinicius Liberati,L,Pts: 0x0,European Open,ABS,R1,2023
Tarik Hopstock,Faris Dean,L,Referee Decision,European Open,88KG,R2,2023
Tarik Hopstock,Faris Benlamkhadem,L,Pts: 2x0,London Open,88KG,SF,2023
Tarik Hopstock,Roberto Jimenez,L,Choke from back,London Open,ABS,SF,2023
Tarik Hopstock,Roberto Jimenez,L,RNC,London NGO,91KG,F,2023
Tarik Hopstock,Erick Souza,L,Points,London NGO,ABS,4F,2023
Tarik Hopstock,Jansen Gomes,L,Pts: 12x1,AJPGD LDN,85KG,4F,2023
Tarik Hopstock,Erick Souza,L,Botinha,AJPGD LDN,85KG,RPC,2023
Tarik Hopstock,Eduardo Avelar,L,Pts: 2x0,Pan American,82KG,4F,2023
Tarik Hopstock,Jhonny Loureiro,W,Footlock,Copa Podio,77KG,RR,2019
Tarik Hopstock,Darragh OConaill,W,Tarikoplata,Copa Podio,77KG,RR,2019
Tarik Hopstock,Alef Brito,W,Footlock,Copa Podio,77KG,SF,2019
Tarik Hopstock,Eoghan OFlanagan,W,Straight ankle lock,Polaris 9,82KG,SPF,2019
Tarik Hopstock,Sean McDonagh,W,Tarikoplata,Polaris 11,85KG,SPF,2019
Tarik Hopstock,Kieran Davern,D,---,Polaris Squads,ABS,RR,2020
Tarik Hopstock,Fred Grenall,W,Referee Decision,Polaris 17,85KG,SPF,2021
Tarik Hopstock,Evyatar Paperni,W,Straight ankle lock,European Open,82KG,4F,2022
Tarik Hopstock,Max Lindblad,W,Footlock,Dublin Open,82KG,SF,2022
Tarik Hopstock,Haidar Abbas,W,Footlock,Dublin Open,ABS,R1,2022
Tarik Hopstock,Jan Zander,W,Kimura,Dublin Open,ABS,4F,2022
Tarik Hopstock,Sean Coates,W,Footlock,Dublin Open,ABS,SF,2022
Tarik Hopstock,Lucasz Michalec,W,Points,Dublin Open,ABS,F,2022
Tarik Hopstock,Gyalisson Freitas,W,Straight ankle lock,World Champ.,82KG,R1,2022
Tarik Hopstock,Servio Tulio,W,Straight ankle lock,World Champ.,82KG,8F,2022
Tarik Hopstock,Oliver Falkingham,W,Arm in Ezekiel,London Open,88KG,4F,2023
Tarik Hopstock,Baruc Barrios,W,Darce choke,London Open,ABS,R1,2023
Tarik Hopstock,Bradley Schneider,W,Pts: 22x0,London Open,ABS,4F,2023
Tarik Hopstock,Hiago Lima,W,Straight ankle lock,AJPGD LDN,85KG,R1,2023
Tarik Hopstock,Fredrik Widgren,W,Kneebar,AJPGD LDN,85KG,RPC,2023
Tarik Hopstock,Joshua McKinney,W,Straight ankle lock,Pan American,82KG,R1,2023
Tarcisio Jardim,T. Gaia,L,Choke,Brasileiro,100KG,F,2010
Tarcisio Jardim,Rodolfo Vieira,L,Choke from back,European Open,94KG,SF,2012
Tarcisio Jardim,Alexandre Ceconi,L,Choke,World Champ.,94KG,4F,2012
Tarcisio Jardim,Alexandre Ribeiro,L,Pts: 2x0,NoGi Worlds,100KG,SF,2012
Tarcisio Jardim,Bernardo Faria,L,RNC,NoGi Worlds,ABS,4F,2012
Tarcisio Jardim,Roberto Alencar,L,Submission,Pan American,88KG,SF,2013
Tarcisio Jardim,Luiz Panza,L,Points,Pan American,100KG,SF,2014
Tarcisio Jardim,Braulio Estima,L,Triangle,World Pro.,94KG,F,2014
Tarcisio Jardim,Leo Nogueira,L,Pts: 2x0,World Champ.,100KG,4F,2014
Tarcisio Jardim,Andre Galvao,L,Armbar,European,ABS,SF,2015
Tarcisio Jardim,Tim Spriggs,L,Katagatame,World Champ.,94KG,8F,2015
Tarcisio Jardim,Luiz Eduardo,W,Points,World Champ.,94KG,R1,2012
Tarcisio Jardim,Neiman Gracie,W,Points,World Champ.,94KG,R2,2012
Tarcisio Jardim,Antonio Peinado,W,Points,NoGi Worlds,100KG,4F,2012
Tarcisio Jardim,Clark Gracie,W,Pts: 6x4,NoGi Worlds,ABS,8F,2012
Tarcisio Jardim,Diogo Silva,W,Points,Pan American,88KG,R1,2013
Tarcisio Jardim,Tiago Giussani,W,Adv,Pan American,100KG,R1,2014
Tarcisio Jardim,Tiago Giussani,W,N/A,Pan American,100KG,4F,2014
Tarcisio Jardim,Howon Jung,W,Submission,European,ABS,R2,2015
Tarcisio Jardim,Pedro Moura,W,Choke,European,ABS,R3,2015
Tarcisio Jardim,Renato Cardoso,W,Pts: 0x0,European,ABS,4F,2015
Tarcisio Jardim,Matheus Diniz,W,Pts: 0x0,World Champ.,ABS,R1,2015
Tarsis Humphreys,Delson Heleno,L,Pts: 2x0,World Champ.,88KG,4F,2006
Tarsis Humphreys,Alexandre Ribeiro,L,Points,World Champ.,ABS,4F,2006
Tarsis Humphreys,Romulo Barral,L,Pts: 2x2,Pan American,88KG,F,2007
Tarsis Humphreys,Romulo Barral,L,Pts: 6x6,Pan American,ABS,F,2007
Tarsis Humphreys,Delson Heleno,L,Pen,ADCC Trials,88KG,F,2007
Tarsis Humphreys,A. Cacareco,L,Points,ADCC,ABS,4F,2007
Tarsis Humphreys,Demian Maia,L,Points,ADCC,88KG,SF,2007
Tarsis Humphreys,Saulo Ribeiro,L,Pts: 2x2,World Champ.,88KG,SF,2007
Tarsis Humphreys,Andre Galvao,L,Referee Decision,World Champ.,ABS,R1,2007
Tarsis Humphreys,Luiz Theodoro,L,Points,Super Challenge,ABS,SF,2007
Tarsis Humphreys,Andre Galvao,L,Injury,Pan American,88KG,F,2008
Tarsis Humphreys,Alexandre Ribeiro,L,Pts: 2x0,World Champ.,94KG,SF,2008
Tarsis Humphreys,Marcello Salazar,L,N/A,NoGi Worlds,88KG,R1,2008
Tarsis Humphreys,Otavio Sousa,L,Points,Capital Challenge,88KG,SF,2008
Tarsis Humphreys,Rafael Rihan,L,Points,Brasileiro,88KG,F,2009
Tarsis Humphreys,David Avellan,L,RNC,ADCC,88KG,4F,2009
Tarsis Humphreys,Romulo Barral,L,Referee Decision,World Champ.,88KG,F,2009
Tarsis Humphreys,Rodrigo Cavaca,L,Points,World Champ.,ABS,R1,2009
Tarsis Humphreys,Gustavo Campos,L,Adv,European,ABS,SF,2010
Tarsis Humphreys,Roger Gracie,L,Choke from back,World Champ.,ABS,4F,2010
Tarsis Humphreys,Romulo Barral,L,Pts: 3x0,World Pro.,83KG,4F,2011
Tarsis Humphreys,Rodolfo Vieira,L,Pts: 5x2,World Pro.,ABS,SF,2011
Tarsis Humphreys,Vitor Toledo,L,Referee Decision,World Pro.,88KG,R1,2012
Tarsis Humphreys,Roberto Alencar,L,Pts: 0x0,World Champ.,94KG,4F,2012
Tarsis Humphreys,Rofolfo Vieira,L,Pts: 16x0,Rockstrike,ABS,NA,2012
Tarsis Humphreys,Dean Lister,L,Heel hook,World Expo,ABS,SPF,2013
Tarsis Humphreys,Andre Galvao,L,Kimura,Pan American,88KG,R1,2013
Tarsis Humphreys,Claudio Calasans,L,Pts: 6x0,World Pro,82KG,4F,2013
Tarsis Humphreys,Marcus Almeida,L,Points,World Pro,ABS,SF,2013
Tarsis Humphreys,Claudio Calasans,L,Adv,World Pro,ABS,3PLC,2013
Tarsis Humphreys,Gustavo Campos,L,Points,World Champ.,88KG,4F,2013
Tarsis Humphreys,AJ Sousa,L,Points,World Pro,85KG,4F,2015
Tarsis Humphreys,Keenan Cornelius,L,Pts: 2x0,World Pro,ABS,R2,2015
Tarsis Humphreys,Leandro Lo,L,Pts: 7x0,World Champ.,88KG,F,2015
Tarsis Humphreys,J. Urholin,D,---,Macaco Branco,ABS,SPF,2015
Tarsis Humphreys,Patrick Gaudio,L,Pts: 0x0,World Champ.,88KG,4F,2016
Tarsis Humphreys,Joao Rocha,L,Footlock,All Star Tour,ABS,F,2016
Tarsis Humphreys,Tanner Rice,L,Pts: 0x0,US Open,95KG,SF,2016
Tarsis Humphreys,Lucas Barbosa,L,Referee Decision,FIVE Super League,92KG,SF,2017
Tarsis Humphreys,Tanner Rice,L,Estima lock,FIVE Super League,92KG,3RD,2017
Tarsis Humphreys,Diego Herzog,L,Points,American Cup,94KG,RR,2017
Tarsis Humphreys,Clark Gracie,L,Pts: 0x0,King of Mats,85KG,RR,2018
Tarsis Humphreys,Roberto Satoshi,L,Triangle,King of Mats,85KG,RR,2018
Tarsis Humphreys,Esdras Mendes,L,Points,World Champ.,88KG,8F,2018
Tarsis Humphreys,Kaynan Duarte,L,Referee Decision,W.S.O.G.,O81KG,SF,2018
Tarsis Humphreys,James Puopolo,L,Referee Decision,W.S.O.G.,O81KG,3RD,2018
Tarsis Humphreys,Edwin Najmi,L,Referee Decision,WSOG 2,81KG,R1,2018
Tarsis Humphreys,Mahamed Aly,L,Points,Black Belt CBD,O83KG,SF,2018
Tarsis Humphreys,Lucas Barbosa,L,Pts: 5x0,Pan American,88KG,4F,2019
Tarsis Humphreys,Matheus Diniz,L,Pts: 3x0,World Champ.,88KG,R2,2019
Tarsis Humphreys,Joao Oliveira,W,Armbar,Pan American,88KG,SF,2007
Tarsis Humphreys,Flavio Almeida,W,Choke from back,Pan American,ABS,SF,2007
Tarsis Humphreys,Rousimar Palhares,W,Points,ADCC Trials,88KG,4F,2007
Tarsis Humphreys,Romulo Barral,W,Points,ADCC Trials,88KG,SF,2007
Tarsis Humphreys,Braulio Estima,W,Points,ADCC,ABS,R1,2007
Tarsis Humphreys,Jorge Santiago,W,Points,ADCC,88KG,R1,2007
Tarsis Humphreys,David Avellan,W,Choke,ADCC,88KG,4F,2007
Tarsis Humphreys,Romulo Barral,W,Footlock,ADCC,88KG,3PLC,2007
Tarsis Humphreys,Shiko Yamashita,W,Pts: 9x0,Super Challenge,ABS,R1,2007
Tarsis Humphreys,Antoine Jaoude,W,Kneebar,Super Challenge,ABS,4F,2007
Tarsis Humphreys,Andre Galvao,W,Pts: 6x4,Super Challenge,ABS,3PLC,2007
Tarsis Humphreys,Alexandre Souza,W,Pts: 2x0,Pan American,88KG,SF,2008
Tarsis Humphreys,Paul Halm,W,Choke from back,World Champ.,94KG,4F,2008
Tarsis Humphreys,Andre Freitas,W,Pts: 2x0,World Champ.,94KG,4F,2008
Tarsis Humphreys,Junior Santos,W,Armbar,Capital Challenge,88KG,4F,2008
Tarsis Humphreys,Edmilson C.,W,Points,Capital Challenge,88KG,3RD,2008
Tarsis Humphreys,Unknown,W,Choke from back,Brasileiro,ABS,4F,2009
Tarsis Humphreys,T. Gaia,W,Choke from back,Brasileiro,ABS,SF,2009
Tarsis Humphreys,Thiago Braga,W,Choke from back,World Pro.,ABS,SF,2009
Tarsis Humphreys,Braulio Estima,W,Pts: 2x2,World Pro.,ABS,F,2009
Tarsis Humphreys,Victor Estima,W,Pts: 2x0,World Pro.,88KG,F,2009
Tarsis Humphreys,I. Praporshchikov,W,Points,ADCC,88KG,R1,2009
Tarsis Humphreys,Gregor Gracie,W,Pts: 2x0,World Champ.,88KG,4F,2009
Tarsis Humphreys,Otavio Sousa,W,Footlock,World Champ.,88KG,SF,2009
Tarsis Humphreys,Unknown,W,Toe hold,European,88KG,4F,2010
Tarsis Humphreys,Marcelo Bernardo,W,Points,European,88KG,SF,2010
Tarsis Humphreys,Max Carvalho,W,Armbar,European,88KG,F,2010
Tarsis Humphreys,Unknown,W,Cross choke,European,ABS,4F,2010
Tarsis Humphreys,Nivaldo Lima,W,Pts: 6x4,Brasileiro,88KG,F,2010
Tarsis Humphreys,Igor Araujo,W,Points,World Champ.,88KG,R1,2010
Tarsis Humphreys,Nivaldo Oliveira,W,Referee Decision,World Champ.,88KG,4F,2010
Tarsis Humphreys,Eduardo Telles,W,Pts: 2x0,World Champ.,88KG,SF,2010
Tarsis Humphreys,Romulo Barral,W,Leglock,World Champ.,88KG,F,2010
Tarsis Humphreys,Ben Baxter,W,Armbar,World Champ.,ABS,R1,2010
Tarsis Humphreys,Jimmy Harbison,W,Pts: 0x0,World Pro.,83KG,R1,2011
Tarsis Humphreys,Alexandre Ceconi,W,Pts: 2x0,Gramado Trials,94KG,SF,2012
Tarsis Humphreys,Alexandre Souza,W,Pts: 8x2,Gramado Trials,94KG,F,2012
Tarsis Humphreys,Ulpiano Malachias,W,Pts: 2x0,World Champ.,94KG,R2,2012
Tarsis Humphreys,Ben Baxter,W,Points,Pan American,88KG,R1,2013
Tarsis Humphreys,Rodrigo Fajardo,W,Choke from back,Pan American,88KG,R2,2013
Tarsis Humphreys,Andre Galvao,W,Pen,World Pro,ABS,4F,2013
Tarsis Humphreys,Eduardo Vieyra,W,Points,World Pro,85KG,R1,2015
Tarsis Humphreys,Alan Finfou,W,Pts: 0x0,World Pro,85KG,R2,2015
Tarsis Humphreys,Julien Cazier,W,Choke from back,World Champ.,88KG,8F,2015
Tarsis Humphreys,Rodrigo Fajardo,W,Pts: 7x2,World Champ.,88KG,4F,2015
Tarsis Humphreys,Gustavo Campos,W,Pts: 6x4,World Champ.,88KG,SF,2015
Tarsis Humphreys,Ruan Oliveira,W,Pts: 2x0,World Champ.,88KG,8F,2016
Tarsis Humphreys,Tryfon Stathopoulos,W,Choke from back,All Star Tour,94KG,F,2016
Tarsis Humphreys,Nick Schrock,W,Pts: 6x0,BJJ Pro LA,94KG,SF,2016
Tarsis Humphreys,Keenan Cornelius,W,DQ,BJJ Pro LA,94KG,F,2016
Tarsis Humphreys,Leandro Lo,W,Referee Decision,FIVE Super League,92KG,4F,2017
Tarsis Humphreys,Diego Herzog,W,N/A,American Cup,94KG,RR,2017
Tarsis Humphreys,A. Dwight,W,Points,American Cup,ABS,SF,2017
Tarsis Humphreys,Eric Sian,W,Pts: 9x2,Marianas,O82KG,4F,2017
Tarsis Humphreys,Inacio Neto,W,Pts: 2x0,World Champ.,88KG,8F,2017
Tarsis Humphreys,Joseph Moku,W,Points,American NG Nats,O98KG,F,2017
Tarsis Humphreys,Casey Hellenberg,W,Referee Decision,W.S.O.G.,O81KG,8F,2018
Tarsis Humphreys,Kevin Cassey,W,Referee Decision,W.S.O.G.,O81KG,4F,2018
Tarsis Humphreys,Kuhio Tabancura,W,Bow and arrow,F2W 95,85KG,SPF,2018
Tarsis Humphreys,Ashur Darmo,W,Referee Decision,Pan American,88KG,8F,2019
Tarsis Humphreys,Devhonte Johnson,W,Pts: 2x0,World Champ.,88KG,R1,2019
"Thalyta ""Thata"" Silva",Izadora Cristina,L,Pts: 3x1,SA Cont. Pro,70KG,R1,2021
"Thalyta ""Thata"" Silva",Sabatha Santos,L,Referee Decision,Gramado Pro,N/A,F,2021
"Thalyta ""Thata"" Silva",Larissa Dias,L,Pts: 2x0,BRA Qualifiers,70KG,F,2021
"Thalyta ""Thata"" Silva",Andressa Cintra,L,Referee Decision,World Champ.,69KG,F,2022
"Thalyta ""Thata"" Silva",Izadora Cristina,L,Pts: 2x2,Grand Slam RJ,70KG,SF,2022
"Thalyta ""Thata"" Silva",Thamara Ferreira,L,Pts: 3x0,Grand Slam MIA,70KG,4F,2022
"Thalyta ""Thata"" Silva",Beatriz Mesquita,L,Pts: 4x0,BJJ Stars,69KG,SPF,2022
"Thalyta ""Thata"" Silva",Izadora Cristina,L,Points,WP Qualifier,70KG,F,2022
"Thalyta ""Thata"" Silva",Andressa Cintra,L,Kneebar,NoGi Worlds,76KG,F,2022
"Thalyta ""Thata"" Silva",Gabrieli Pessanha,L,Teepee choke,European Open,ABS,F,2023
"Thalyta ""Thata"" Silva",Tamiris Silva,L,Referee Decision,Pan American,ABS,4F,2023
"Thalyta ""Thata"" Silva",Elisabeth Clay,L,Kneebar,Pan American,69KG,F,2023
"Thalyta ""Thata"" Silva",Kamila Souza,W,Triangle,Gramado Pro,N/A,SF,2021
"Thalyta ""Thata"" Silva",Kela Rosa,W,Toe hold,Gramado Pro,N/A,SF,2021
"Thalyta ""Thata"" Silva",Gabriela Pereira,W,Pts: 2x0,Gramado Pro,N/A,F,2021
"Thalyta ""Thata"" Silva",Ana Rosa,W,Pts: 7x0,Rio Pro,N/A,4F,2021
"Thalyta ""Thata"" Silva",Maria Souza,W,Pts: 1x0,Rio Pro,N/A,SF,2021
"Thalyta ""Thata"" Silva",Ana Brandao,W,Triangle,Rio Pro,N/A,F,2021
"Thalyta ""Thata"" Silva",Amanda Hening,W,Pts: 2x0,BRA Qualifiers,70KG,4F,2021
"Thalyta ""Thata"" Silva",Priscilla Assuncao,W,Pts: 2x0,BRA Qualifiers,70KG,SF,2021
"Thalyta ""Thata"" Silva",Victoria Montrezor,W,Triangle,World Champ.,69KG,R1,2022
"Thalyta ""Thata"" Silva",Elisabeth Clay,W,Pts: 0x0,World Champ.,69KG,4F,2022
