Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Alexandre Cavaliere,Igor Paiva,L,Adv,Rio Open,82KG,F,2019
Alexandre Cavaliere,Ygor Rodrigues,L,Pts: 2x0,Floripa WO,76KG,SF,2019
Alexandre Cavaliere,Leandro Lima,L,Points,Sao Paulo Open,76KG,F,2019
Alexandre Cavaliere,Djalma Santana,L,N/A,Curitiba Sp. Open,76KG,4F,2019
Alexandre Cavaliere,Diego Ramalho,L,Referee Decision,Grand Slam RJ,77KG,R1,2019
Alexandre Cavaliere,Wellington Marques,L,Points,Rio BJJ Pro,82KG,SF,2019
Alexandre Cavaliere,Mathias Luna,L,Triangle armbar,European Open,88KG,R1,2020
Alexandre Cavaliere,Natan Chueng,L,Pts: 0x0,Rio Open NG,79KG,4F,2021
Alexandre Cavaliere,O. Kasimov,L,Pts: 2x0,AIGA World,76KG,4F,2021
Alexandre Cavaliere,Marlus Salgado,L,Inside heel hook,ADCC BR1 Trials,77KG,R2,2022
Alexandre Cavaliere,Magid Hage,L,RNC,ADCC BR2 Trials,77KG,R3,2022
Alexandre Cavaliere,Mica Galvao,L,DQ,Brasileiro,82KG,R1,2022
Alexandre Cavaliere,Robson Borges,W,Submission,Grand Slam RJ,77KG,R2,2016
Alexandre Cavaliere,Luan Carvalho,W,Loop choke,Grand Slam RJ,77KG,4F,2016
Alexandre Cavaliere,Pedro Farias,W,Adv,Grand Slam RJ,77KG,SF,2016
Alexandre Cavaliere,Gabriel Rollo,W,Pts: 0x0,Grand Slam RJ,77KG,F,2016
Alexandre Cavaliere,N/A,W,Points,C. Gracie Cup,82KG,SF,2016
Alexandre Cavaliere,Flavio Vianna,W,Referee Decision,Grand Slam AD,75KG,4F,2017
Alexandre Cavaliere,Christian Dellevag,W,Triangle,European Open,82KG,R1,2017
Alexandre Cavaliere,N/A,W,Choke from back,Gracie Pro,82KG,SF,2017
Alexandre Cavaliere,Jayan Castro,W,Pts: 4x0,Gracie Pro,82KG,F,2017
Alexandre Cavaliere,Wellington Luis,W,Referee Decision,Grand Slam RJ,85KG,R2,2017
Alexandre Cavaliere,Unknown,W,Armbar,Brasilia Open,82KG,4F,2017
Alexandre Cavaliere,Chairo Olimpio,W,Pts: 2x0,Brasilia Open,82KG,SF,2017
Alexandre Cavaliere,N/A,W,Armbar,Brasilia Open,ABS,R1,2017
Alexandre Cavaliere,N/A,W,Points,Brasilia Open,ABS,4F,2017
Alexandre Cavaliere,N/A,W,Points,Brasilia NGO,ABS,4F,2017
Alexandre Cavaliere,Cleydson Junior,W,Points,Brasilia NGO,ABS,SF,2017
Alexandre Cavaliere,Jose Dias,W,Wristlock,Rio Open,82KG,R1,2018
Alexandre Cavaliere,Fabricio Barbosa,W,Points,Rio Open,82KG,4F,2018
Alexandre Cavaliere,Stefano Correa,W,Adv,Rio Open,82KG,SF,2018
Alexandre Cavaliere,Rodolpho Borges,W,Points,Curitiba Open,82KG,R1,2018
Alexandre Cavaliere,Matheus Linhares,W,Pts: 2x0,Curitiba Open,82KG,SF,2018
Alexandre Cavaliere,Unknown,W,Armbar,Salvador Fall O.,82KG,4F,2018
Alexandre Cavaliere,Andre Astolfo,W,Pts: 2x0,Salvador Fall O.,82KG,SF,2018
Alexandre Cavaliere,Andre Costa,W,Adv,Salvador Fall O.,82KG,F,2018
Alexandre Cavaliere,Janairo do Carmo,W,Pts: 2x0,Brasileiro,82KG,R1,2018
Alexandre Cavaliere,Luis Domingos,W,Loop choke,Sao Paulo Open,82KG,R1,2018
Alexandre Cavaliere,Alexandre Vaz,W,RNC,Brasileiro NoGi,85KG,8F,2018
Alexandre Cavaliere,Vitor Matos,W,Adv,Rio BJJ Pro,82KG,4F,2018
Alexandre Cavaliere,Jaime Canuto,W,Loop choke,Rio BJJ Pro,82KG,SF,2018
Alexandre Cavaliere,Carlos Candido,W,Choke from back,Curitiba SMO,82KG,4F,2019
Alexandre Cavaliere,Rafael Souza,W,Referee Decision,Rio FO,82KG,4F,2019
Alexandre Cavaliere,Igor Pinheiro,W,Choke,Rio FO,ABS,R1,2019
Alexandre Cavaliere,Joao Oliveira,W,Cross choke,Rio FO,ABS,4F,2019
Alexandre Cavaliere,Joao Melo,W,Bread cutter,Brasileiro,82KG,R1,2019
Alexandre Cavaliere,R. Vasconcelos,W,Pts: 3x0,Salvador FO,ABS,R1,2019
Alexandre Cavaliere,Igor Pessoa,W,Adv,Rio Open,82KG,R1,2019
Alexandre Cavaliere,Jose Menezes,W,Pts: 5x0,Rio Open,82KG,4F,2019
Alexandre Cavaliere,Bruno Bressan,W,Adv,Rio Open,82KG,SF,2019
Alexandre Cavaliere,Luan Silva,W,Points,Floripa WO,76KG,4F,2019
Alexandre Cavaliere,Rodrigo Coutinho,W,Referee Decision,Sao Paulo Open,76KG,R1,2019
Alexandre Cavaliere,Fabricio Barbaroti,W,Referee Decision,Sao Paulo Open,76KG,SF,2019
Alexandre Cavaliere,Eric Souza,W,Points,Rio BJJ Pro,82KG,4F,2019
Alexandre Cavaliere,Wevrton Batista,W,Pts: 5x0,Salvador SPO,82KG,SF,2019
Alexandre Cavaliere,Alef Brito,W,Referee Decision,Salvador SPO,82KG,F,2019
Alexandre Cavaliere,Jhonderson Tiburtino,W,N/A,Salvador SNGO,79KG,SF,2019
Alexandre Cavaliere,Fernando Mano,W,Pts: 0x0,Rio Open NG,79KG,R1,2021
Alexandre Cavaliere,Farid Hadiyev,W,Pts: 4x0,AIGA World,76KG,R1,2021
Alexandre Cavaliere,Geanderson Selvino,W,Darce choke,ADCC BR1 Trials,77KG,R1,2022
Alexandre Cavaliere,Mateo Ruiz,W,Darce choke,ADCC BR2 Trials,77KG,R1,2022
Alexandre Cavaliere,Lucas Xavier,W,Darce choke,ADCC BR2 Trials,77KG,R2,2022
Alexandre Soca,Royler Gracie,L,N/A,Brasileiro,70KG,F,1994
Alexandre Soca,Joao Roque,L,Pts: 4x2,Pan American,70KG,SF,1996
Alexandre Soca,Royler Gracie,L,N/A,World Champ.,70KG,SF,1997
Alexandre Soca,Vitor Shaolin,L,Pts: 5x0,Team Nationals,88KG,SF,1997
Alexandre Soca,Marco Barbosa,L,Points,Brasileiro,70KG,F,1999
Alexandre Soca,Royler Gracie,L,Leglock,ADCC,66KG,F,1999
Alexandre Soca,BJ Penn,L,Points,World Champ.,70KG,4F,2000
Alexandre Soca,Royler Gracie,L,Pts: 5x0,ADCC,66KG,F,2000
Alexandre Soca,Baret Yoshida,L,Kneebar,ADCC,66KG,SF,2001
Alexandre Soca,Robson Moura,L,Points,ADCC,66KG,3PLC,2001
Alexandre Soca,Baret Yoshida,L,Pts: 9x6,ADCC,66KG,SF,2003
Alexandre Soca,Royler Gracie,L,Pts: 8x0,ADCC,66KG,3PLC,2003
Alexandre Soca,Mario Reis,L,Pts: 8x4,World Champ.,70KG,F,2003
Alexandre Soca,Unknown,W,Triangle,Brasileiro,70KG,4F,1994
Alexandre Soca,Marcelo Mendes,W,Armbar,Brasileiro,70KG,SF,1994
Alexandre Soca,Eduardo Tita,W,Armbar,Pan American,70KG,4F,1996
Alexandre Soca,Marcelo Telo,W,Choke from back,Brasileiro,70KG,4F,1996
Alexandre Soca,Paulo Coelho,W,Points,Brasileiro,70KG,SF,1996
Alexandre Soca,Wellington Dias,W,Points,World Champ.,70KG,4F,1997
Alexandre Soca,Trevor Lally,W,Armbar,ADCC,66KG,4F,1998
Alexandre Soca,Marc,W,Armbar,ADCC,66KG,SF,1998
Alexandre Soca,Robin Gracie,W,Choke,ADCC,66KG,F,1998
Alexandre Soca,Vinicius Cruz,W,Choke,Brasileiro,70KG,R1,1999
Alexandre Soca,Robson Moura,W,Choke from back,Brasileiro,70KG,4F,1999
Alexandre Soca,Octavio Couto,W,Points,Brasileiro,70KG,SF,1999
Alexandre Soca,T. Hirono,W,Armbar,ADCC,66KG,R1,1999
Alexandre Soca,Vinicius Draculino,W,Pts: 2x0,ADCC,66KG,4F,1999
Alexandre Soca,Sasha Palvski,W,Choke,ADCC,66KG,SF,1999
Alexandre Soca,Fernando Lopes,W,Choke,Pan American,70KG,SF,2000
Alexandre Soca,Edson Diniz,W,Choke from back,Pan American,70KG,F,2000
Alexandre Soca,T. Yano,W,Pts: 10x0,ADCC,66KG,R1,2000
Alexandre Soca,Sasha Plavski,W,Points,ADCC,66KG,4F,2000
Alexandre Soca,Joe Gilbert,W,RNC,ADCC,66KG,SF,2000
Alexandre Soca,Y. Kinishi,W,Guillotine,ADCC,66KG,R1,2001
Alexandre Soca,T. Yano,W,Guillotine,ADCC,66KG,4F,2001
Alexandre Soca,K. Hirate,W,Points,ADCC,66KG,R1,2003
Alexandre Soca,Joaquim Hansen,W,Guillotine,ADCC,66KG,4F,2003
Alexandre Soca,Unknown,W,Choke from back,World Champ.,70KG,R1,2003
Alexandre Soca,Wellington Dias,W,Choke from back,World Champ.,70KG,4F,2003
Alexandre Soca,Reinaldo Ribeiro,W,Pts: 7x4,World Champ.,70KG,SF,2003
Alexandre Soca,Yuki Nakai,W,Points,G1-02 Pro League,70KG,SPF,2003
Alexandre de Jesus,Yan Lucas,L,Points,Brasilia Open,82KG,SF,2018
Alexandre de Jesus,Otavio Sousa,L,Choke from back,Pan American,82KG,4F,2019
Alexandre de Jesus,Gabriel Almeida,L,Heel hook,ADCC SP Trials,88KG,R1,2019
Alexandre de Jesus,Igor Verissimo,L,Bow and arrow,Brasileiro,82KG,R3,2019
Alexandre de Jesus,Yago Souza,L,Pts: 2x2,World Champ.,82KG,R1,2019
Alexandre de Jesus,Wellington Luis,L,Referee Decision,SP BJJ Pro,82KG,F,2019
Alexandre de Jesus,W. Costa,L,Choke from back,Team Nationals,ABS,F,2019
Alexandre de Jesus,Pedro Ramalho,L,Pts: 2x2,European Open,82KG,SF,2020
Alexandre de Jesus,Marcos Martins,L,Pts: 4x0,BJJ Stars,N/A,SPF,2020
Alexandre de Jesus,Jaime Canuto,L,Referee Decision,Grand Slam RJ,85KG,4F,2020
Alexandre de Jesus,Jaime Canuto,L,Armbar,Grand Slam RJ,85KG,3RD,2020
Alexandre de Jesus,Servio Tulio,L,RNC,Copa Kings,87KG,F,2021
Alexandre de Jesus,Andre Porfirio,L,Pts: 4x2,Grand Slam MIA,85KG,SF,2021
Alexandre de Jesus,Tainan Dalpra,L,Kimura,Pan American,82KG,4F,2021
Alexandre de Jesus,Hugo Marques,L,Pts: 4x0,NoGi Worlds,79KG,SF,2021
Alexandre de Jesus,Jonnatas Gracie,L,Referee Decision,World Champ.,82KG,8F,2021
Alexandre de Jesus,Gabriel Costa,L,Referee Decision,ADCC BR1 Trials,88KG,R2,2022
Alexandre de Jesus,Filipe Cesar,L,Arm in Ezekiel,World Champ.,82KG,R1,2022
Alexandre de Jesus,Ronaldo Junior,L,Referee Decision,EUG 4,82KG,SF,2022
Alexandre de Jesus,Miguel Curi,L,Pts: 0x0,Brasileiro NoGi,ABS,4F,2022
Alexandre de Jesus,Mason Fowler,L,Guillotine,ADCC,88KG,R1,2022
Alexandre de Jesus,Oliver Taza,L,Pts: 2x0,European NG,ABS,SF,2022
Alexandre de Jesus,Oliver Taza,L,Pts: 4x0,European NG,85KG,F,2022
Alexandre de Jesus,Jan Buatim,W,Choke from back,South American,82KG,R1,2018
Alexandre de Jesus,Alef Brito,W,Pts: 5x0,South American,82KG,4F,2018
Alexandre de Jesus,Fabricio Barbarotti,W,Pts: 0x0,South American,82KG,SF,2018
Alexandre de Jesus,Rodolphe Souza,W,Pts: 8x0,South American,82KG,F,2018
Alexandre de Jesus,Andre Astolfo,W,Points,Brasilia Open,82KG,4F,2018
Alexandre de Jesus,Vinicius Garcia,W,Cross choke,Pan American,82KG,R1,2019
Alexandre de Jesus,Lucas Rocha,W,Armbar,Pan American,82KG,8F,2019
Alexandre de Jesus,Celso Reis,W,Armbar,Curitiba Pro,82KG,R1,2019
Alexandre de Jesus,Luciano Bernert,W,Pts: 5x0,Curitiba Pro,82KG,4F,2019
Alexandre de Jesus,Igor Verissimo,W,Choke from back,Curitiba Pro,82KG,F,2019
Alexandre de Jesus,Romario Teodoro,W,Points,Brasileiro,82KG,R2,2019
Alexandre de Jesus,Ricardo Rocha,W,Armbar,SP BJJ Pro,82KG,R1,2019
Alexandre de Jesus,Ygor Dantas,W,Points,SP BJJ Pro,82KG,4F,2019
Alexandre de Jesus,Marcos Martins,W,Pts: 3x2,SP BJJ Pro,82KG,SF,2019
Alexandre de Jesus,N/A,W,N/A,Team Nationals,ABS,SF,2019
Alexandre de Jesus,Lucas Alves,W,Armbar,South American,82KG,R1,2019
Alexandre de Jesus,Leonilson Marques,W,Bow and arrow,South American,82KG,4F,2019
Alexandre de Jesus,Ygor Dantas,W,Pts: 2x0,South American,82KG,SF,2019
Alexandre de Jesus,Wellington Luis,W,Pts: 2x0,South American,82KG,F,2019
Alexandre de Jesus,Lars Friberg,W,Armbar,European Open,82KG,R1,2020
Alexandre de Jesus,Max Lindblad,W,Referee Decision,European Open,82KG,4F,2020
Alexandre de Jesus,Ramon Delsin,W,Choke from back,Grand Slam RJ,85KG,R1,2020
Alexandre de Jesus,Bruno Tosto,W,Pts: 4x0,Grand Slam RJ,85KG,8F,2020
Alexandre de Jesus,Lionel Bareiro,W,Pts: 7x0,Grand Slam RJ,85KG,RPC,2020
Alexandre de Jesus,Sergio Soares,W,RNC,Rio Open,82KG,4F,2021
Alexandre de Jesus,Natan Chueng,W,Pts: 4x0,Rio Open,82KG,SF,2021
Alexandre de Jesus,Ygor Rodrigues,W,Pts: 2x0,Rio Open,82KG,F,2021
Alexandre de Jesus,Djalma Morais,W,RNC,Copa Kings,87KG,4F,2021
Alexandre de Jesus,Marcelo Gomide,W,Referee Decision,Copa Kings,87KG,SF,2021
Alexandre de Jesus,Andre Gois,W,DQ,Grand Slam MIA,85KG,RPC,2021
Alexandre de Jesus,Lucas Moutinho,W,Armbar,Grand Slam MIA,85KG,3RD,2021
Alexandre de Jesus,Celso Reis,W,Pts: 2x0,Pan American,82KG,8F,2021
Alexandre de Jesus,Joao Braz,W,Inside heel hook,Atlanta SMNG,85KG,4F,2021
Alexandre de Jesus,Joseph Watson,W,Pts: 4x2,Atlanta SMNG,85KG,SF,2021
Alexandre de Jesus,Joao Cizeski,W,Pts: 0x0,Atlanta SMNG,85KG,F,2021
Alexandre de Jesus,Joao Cizeski,W,Pts: 6x0,Atlanta SMNG,ABS,4F,2021
Alexandre de Jesus,Thiago Saldanha,W,RNC,Atlanta SMNG,ABS,SF,2021
Alexandre de Jesus,Daniel Maira,W,Pts: 0x0,Atlanta SMNG,ABS,F,2021
Alexandre de Jesus,Celso Reis,W,Armbar,NoGi Worlds,79KG,R2,2021
Alexandre de Jesus,Jaime Canuto,W,Pts: 2x0,NoGi Worlds,79KG,8F,2021
Alexandre de Jesus,Johnathan Satava,W,Referee Decision,NoGi Worlds,79KG,4F,2021
Alexandre de Jesus,Servio Tulio,W,DQ,World Champ.,82KG,R1,2021
Alexandre de Jesus,Darllan Whinsthon,W,Armbar,ADCC BR2 Trials,88KG,R2,2022
Alexandre de Jesus,Gabriel Lara,W,Armbar,ADCC BR2 Trials,88KG,R3,2022
Alexandre de Jesus,Rafael Jesus,W,Pts: 5x0,ADCC BR2 Trials,88KG,8F,2022
Alexandre de Jesus,Calon Sabino,W,Pts: 3x0,ADCC BR2 Trials,88KG,4F,2022
Alexandre de Jesus,Andre Porfirio,W,Referee Decision,ADCC BR2 Trials,88KG,SF,2022
Alexandre de Jesus,Rafael Paganini,W,Referee Decision,ADCC BR2 Trials,88KG,F,2022
Alexandre de Jesus,Sean Fisher,W,Wristlock,Atlanta SPO,82KG,4F,2022
Alexandre de Jesus,Carlos Neto,W,Pts: 8x2,Atlanta SPO,82KG,SF,2022
Alexandre de Jesus,Levi Jones,W,Referee Decision,Atlanta SPO,82KG,F,2022
Alexandre de Jesus,Lucas Gualberto,W,Pts: 3x0,EUG 4,82KG,4F,2022
Alexandre de Jesus,Pablo Raimundo,W,Pts: 5x2,Brasileiro NoGi,ABS,8F,2022
Alexandre de Jesus,Michael Neary,W,RNC,London FNGO,85KG,F,2022
Alexandre de Jesus,D. Margaritopoulos,W,Armbar,European NG,ABS,R1,2022
Alexandre de Jesus,Jakub Najdek,W,Points,European NG,ABS,R2,2022
Alexandre de Jesus,Eliot Kelly,W,Points,European NG,ABS,4F,2022
Alexandre de Jesus,Fabricio Pitittio,W,Armbar,European NG,85KG,8F,2022
Alexandre de Jesus,Jaakko Vilander,W,Points,European NG,85KG,4F,2022
Alexandre de Jesus,David Garmo,W,Points,European NG,85KG,SF,2022
Alexandre de Jesus,Luiz Neto,W,Pts: 2x0,Curitiba SMO,82KG,8F,2023
Alexandre de Jesus,Lucas Foguinho,W,Pts: 3x0,Curitiba SMO,82KG,4F,2023
Alexandre de Jesus,Jhonathan Marques,W,Pts: 3x0,Curitiba SMO,82KG,SF,2023
Alexandre de Jesus,Luiz Paulo,W,Pts: 5x0,Curitiba SMO,82KG,F,2023
Alexandre Molinaro,Rafael Barbosa,L,Points,BJJ Tour,76KG,N/A,2017
Alexandre Molinaro,Gianni Grippo,L,N/A,Boston SM. Open,76KG,F,2017
Alexandre Molinaro,Francisco Iturralde,L,RNC,Seattle Open,76KG,SF,2017
Alexandre Molinaro,Otavio Sousa,L,Choke from back,San Diego Pro,82KG,4F,2017
Alexandre Molinaro,Frederico Augusto,L,Referee Decision,No Gi Pan Am.,73KG,4F,2017
Alexandre Molinaro,Osvaldo Moizinho,L,Points,Miami FO,76KG,F,2017
Alexandre Molinaro,Francisco Iturralde,L,Kneebar,Long Beach Open,76KG,SF,2017
Alexandre Molinaro,Johnny Tama,L,Adv,LA Open,76KG,SF,2018
Alexandre Molinaro,Frederico Augusto,L,Points,Atlanta W. Open,76KG,4F,2018
Alexandre Molinaro,Gianni Grippo,L,Choke from back,Continental Pro,77KG,RR,2018
Alexandre Molinaro,Osvaldo Moizinho,L,Points,San Francisco Open,76KG,F,2018
Alexandre Molinaro,JT Torres,L,Choke from back,Pan American,76KG,8F,2018
Alexandre Molinaro,Gianni Grippo,L,Points,Chicago Sp. Open,76KG,F,2018
Alexandre Molinaro,Mahamed Aly,L,Choke from back,Washington SPO,ABS,SF,2018
Alexandre Molinaro,Piter Frank,L,Referee Decision,ACB North America,ABS,8F,2018
Alexandre Molinaro,Isaque Paiva,L,Choke from back,World Champ.,70KG,R1,2018
Alexandre Molinaro,Horlando Monteiro,L,Triangle,American Nat.,ABS,SF,2018
Alexandre Molinaro,Jamil Hill-Taylor,L,Submission,NY BJJ Pro,70KG,SF,2018
Alexandre Molinaro,Gianni Grippo,L,Pts: 10x0,Las Vegas Open,76KG,SF,2018
Alexandre Molinaro,Gianni Grippo,L,Points,LV NG Open,73KG,F,2018
Alexandre Molinaro,Italo Lins,L,Points,London FO,76KG,SF,2018
Alexandre Molinaro,Ilke Bulut,L,Pts: 10x0,Geneva Open,82KG,F,2018
Alexandre Molinaro,Diego Ramalho,L,Pts: 2x0,Grand Slam AD,77KG,4F,2019
Alexandre Molinaro,Lucas Lepri,L,Choke from back,European Open,76KG,SF,2019
Alexandre Molinaro,Diego Silva,L,Pts: 8x8,Mexico Nat. Pro,94KG,R1,2019
Alexandre Molinaro,Roberto Abreu,L,Choke,Miami W. Open,ABS,F,2019
Alexandre Molinaro,Francisco Iturralde,L,Bow and arrow,Portland Open,76KG,F,2019
Alexandre Molinaro,Osvaldo Moizinho,L,Pts: 8x6,Pan American,76KG,4F,2019
Alexandre Molinaro,M. Abdulkadirov,L,Points,World Pro,77KG,R1,2019
Alexandre Molinaro,Arthur Detanico,L,Straigh ankle lock,Brasileiro,76KG,R2,2019
Alexandre Molinaro,Thiago Macedo,L,Choke from back,Grand Slam MSK,69KG,SF,2019
Alexandre Molinaro,Levi Jones,L,Choke from back,Grand Slam TYO,77KG,4F,2019
Alexandre Molinaro,Max Lindblad,L,Choke from back,Grand Slam TYO,77KG,RPC,2019
Alexandre Molinaro,Gilson Nunes,L,Triangle,Dallas SMO,76KG,F,2019
Alexandre Molinaro,L. Larman,L,DQ,London FO,76KG,F,2019
Alexandre Molinaro,Natan Chueng,L,Pts: 2x1,Grand Slam AD,77KG,R1,2020
Alexandre Molinaro,Andre Gois,L,Armbar,Miami WO,82KG,SF,2020
Alexandre Molinaro,Paulo Gabriel,L,Choke from back,Portland Open,76KG,F,2020
Alexandre Molinaro,Gabriel Ferreira,L,Points,Kansas Open,76KG,4F,2020
Alexandre Molinaro,Lucas Valente,L,Botinha,Houston WO,76KG,F,2020
Alexandre Molinaro,Johnatha Alves,L,Choke from back,Austin Open,76KG,F,2020
Alexandre Molinaro,Pedro Rocha,L,Pts: 2x0,Austin NGO,ABS,F,2020
Alexandre Molinaro,Johnatha Alves,L,Choke from back,Pan American,76KG,8F,2020
Alexandre Molinaro,Pablo Lavaselli,L,Referee Decision,Houston Open,76KG,F,2020
Alexandre Molinaro,Guilherme Cordiviola,L,Arm in Ezekiel,American Nats,ABS,4F,2020
Alexandre Molinaro,Rida Haisam,L,RNC,American NGN,ABS,4F,2020
Alexandre Molinaro,Kieran Kichuk,L,Choke from back,N.Orleans Open,76KG,SF,2021
Alexandre Molinaro,Jamil Hill-Taylor,L,Pts: 8x0,Memphis Open,76KG,F,2021
Alexandre Molinaro,Igor Feliz,L,Pts: 7x2,Chicago Open,76KG,F,2021
Alexandre Molinaro,Natan Chueng,L,Pts: 6x2,Brasileiro,76KG,4F,2021
Alexandre Molinaro,Fabricio Barbarotti,L,Omoplata,Atlanta WO,76KG,SF,2022
Alexandre Molinaro,Igor Feliz,L,Referee Decision,European Open,76KG,4F,2022
Alexandre Molinaro,Saul Viayra,L,Inside heel hook,Dallas NGO,79KG,SF,2022
Alexandre Molinaro,Daniel Diniz,L,Pts: 4x0,Pan American,76KG,R2,2022
Alexandre Molinaro,Vinicius Pereira,L,Choke from back,Rio Fall Open,76KG,SF,2022
Alexandre Molinaro,Leo Silva,L,Pts: 2x2,World Champ.,76KG,R1,2022
Alexandre Molinaro,Marcio Andre,L,Choke from back,American Nat.,82KG,SF,2022
Alexandre Molinaro,Thiago Saldanha,L,Straight ankle lock,American NGN,ABS,SF,2022
Alexandre Molinaro,Carlos Neto,L,Bow and arrow,Austin SMO,82KG,SF,2022
Alexandre Molinaro,Lucas Wilhan,L,Inside heel hook,Austin SMNGO,79KG,SF,2022
Alexandre Molinaro,Francisco Cuneo,L,Pts: 0x0,NoGi Pan,79KG,4F,2022
Alexandre Molinaro,Gabriel Ferreira,L,Pts: 2x2,NoGi Worlds,73KG,8F,2022
Alexandre Molinaro,Eduardo Roque,L,Pts: 8x2,European Open,ABS,R1,2023
Alexandre Molinaro,Juan Galarza,W,Pts: 4x0,Boston SM. Open,76KG,4F,2017
Alexandre Molinaro,Renan Borges,W,Pts: 2x0,Boston SM. Open,76KG,SF,2017
Alexandre Molinaro,Robert Wolfe,W,Pts: 2x0,Seattle Open,76KG,SF,2017
Alexandre Molinaro,Bricklin Welsh,W,Pts: 4x2,Chicago SMO,76KG,SF,2017
Alexandre Molinaro,Jeffrey Cummings,W,Pts: 2x0,Chicago SMO,76KG,F,2017
Alexandre Molinaro,Louis Armezzani,W,Pts: 4x0,Washington Open,94KG,SF,2017
Alexandre Molinaro,Piter Frank,W,Points,San Diego Pro,82KG,R1,2017
Alexandre Molinaro,Issa Able,W,Pts: 2x0,Atlanta SM Open,76KG,SF,2017
Alexandre Molinaro,Osvaldo Moizinho,W,Pts: 2x0,Atlanta SM Open,76KG,F,2017
Alexandre Molinaro,Bricklin Welch,W,Pts: 11x0,No Gi Pan Am.,73KG,4F,2017
Alexandre Molinaro,Michael Pepio,W,Points,Miami FO,76KG,4F,2017
Alexandre Molinaro,Breno Bittencourt,W,Points,Miami FO,76KG,SF,2017
Alexandre Molinaro,Scott Thomas,W,Adv,Long Beach Open,76KG,4F,2017
Alexandre Molinaro,James Guyton,W,Pts: 4x0,San Antonio Open,76KG,RR,2017
Alexandre Molinaro,Kevin Mahecha,W,Pts: 2x0,San Antonio Open,76KG,F,2017
Alexandre Molinaro,Gustavo Epee,W,Pts: 2x0,LA Open,76KG,4F,2018
Alexandre Molinaro,Servando Almaraz,W,Points,Houston Open,76KG,SF,2018
Alexandre Molinaro,Athos Miranda,W,Pts: 2x0,Continental Pro,77KG,RR,2018
Alexandre Molinaro,Rodrigo Freitas,W,Points,San Francisco Open,76KG,SF,2018
Alexandre Molinaro,Danilo Silva,W,Points,Chicago Sp. Open,76KG,4F,2018
Alexandre Molinaro,Khristofer Santos,W,Points,Chicago Sp. Open,76KG,SF,2018
Alexandre Molinaro,Kristopher Santos,W,Pts: 4x0,Washington SPO,ABS,4F,2018
Alexandre Molinaro,Cesar Casamajo,W,Points,Boston Sp. Open,76KG,4F,2018
Alexandre Molinaro,Kevin Mahecha,W,Points,Boston Sp. Open,76KG,SF,2018
Alexandre Molinaro,Rodrigo Freitas,W,Points,Boston Sp. Open,76KG,F,2018
Alexandre Molinaro,Nicolas Renier,W,Pts: 9x0,NY Spring Open,73KG,SF,2018
Alexandre Molinaro,Daniel Davis,W,Pts: 2x0,NY Spring Open,73KG,F,2018
Alexandre Molinaro,Kim Terra,W,DQ,ACB North America,75KG,R1,2018
Alexandre Molinaro,James Nival,W,Pts: 5x0,ACB North America,75KG,4F,2018
Alexandre Molinaro,Tanner Nicholas,W,Referee Decision,American Nat.,ABS,4F,2018
Alexandre Molinaro,Felipe Desouza,W,Points,NY BJJ Pro,70KG,4F,2018
Alexandre Molinaro,Michael Pepio,W,Points,Orlando Open,76KG,SF,2018
Alexandre Molinaro,Jeffrey Cummings,W,Points,Orlando Open,76KG,F,2018
Alexandre Molinaro,Danilo Lopes,W,Points,Chicago SM Open,76KG,SF,2018
Alexandre Molinaro,Bryan Christopher,W,Points,Las Vegas Open,76KG,R1,2018
Alexandre Molinaro,Kevin Mahecha,W,Points,Las Vegas Open,76KG,4F,2018
Alexandre Molinaro,Joshua Bacallao,W,Pts: 2x0,LV NG Open,73KG,4F,2018
Alexandre Molinaro,Marcus Wilson,W,Points,LV NG Open,73KG,SF,2018
Alexandre Molinaro,Murat Besnet,W,Botinha,Asian Open,76KG,R1,2018
Alexandre Molinaro,Kazuke Watanabe,W,Pts: 8x6,Asian Open,76KG,4F,2018
Alexandre Molinaro,Moribe Shinsuke,W,Points,Asian Open,76KG,SF,2018
Alexandre Molinaro,Shinji Morito,W,Points,Asian Open,76KG,F,2018
Alexandre Molinaro,Gabe Sagman,W,Choke from back,Toronto Open,76KG,F,2018
Alexandre Molinaro,Juliano Rocha,W,Choke from back,Florence Open,76KG,SF,2018
Alexandre Molinaro,Rodrigo Reis,W,Pts: 4x2,Florence Open,ABS,SF,2018
Alexandre Molinaro,John Lennon,W,Pts: 9x0,Florence Open,ABS,F,2018
Alexandre Molinaro,Juliano Rocha,W,Pts: 5x0,Florence NGO,ABS,F,2018
Alexandre Molinaro,Ayub Mugamedov,W,Choke from back,Amsterdam Open,76KG,SF,2018
Alexandre Molinaro,Oter Castano,W,Pts: 18x0,Colombia Pro,77KG,F,2018
Alexandre Molinaro,Ali Monfaradi,W,Points,London FO,76KG,4F,2018
Alexandre Molinaro,Juliano Rocha,W,Points,London FNGO,79KG,SF,2018
Alexandre Molinaro,Ali Monfaradi,W,Points,London FNGO,79KG,F,2018
Alexandre Molinaro,Kenji Sette,W,Points,Geneva Open,82KG,SF,2018
Alexandre Molinaro,Djalma Santana,W,Points,South American,76KG,4F,2018
Alexandre Molinaro,Joao Ribeiro,W,Points,South American,76KG,SF,2018
Alexandre Molinaro,Vitor Matos,W,Points,South American,76KG,F,2018
Alexandre Molinaro,Cesar Miyahira,W,Pts: 2x0,Grand Slam AD,77KG,R1,2019
